;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG
5806;7;2.0;0.0;1.0;1.0;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
5142;23;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;3.0;0.0;1.0;0.0;4.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;1.0;0.0;;;2.0;0.0;;;3.0;0.0;;;;;;;;;;;;;7.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
9120;4;1.0;1.0;1.0;0.0;0.0;1.0;;;;;;;0.0;1.0;;;2;0;1.0;1.0;2.0;0.0;;;;;;;8.0;0.0;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;5.0;1.0;;;8.0;0.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;1;;0;7875299795;1
3382;11;2.0;1.0;1.0;1.0;;;;;;;;;;;;;1;0;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1522177564;1;1522082712;1
4370;23;1.0;0.0;;;;;;;;;1.0;0.0;1.0;0.0;;;1;0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
9118;5;;;;;;;;;;;;;;;;;3;0;4.0;0.0;;;2.0;1.0;;;;;5.0;3.0;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;2.0;0.0;;;5.0;3.0;;;;;;;;;;;;;;;;;14.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;1.0;0.0;;;;;0;0;;0;;0
2392;7;1.0;0.0;;;;;;;;;;;;;;;3;0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
8702;16;1.0;2.0;0.0;2.0;;;;;;;;;;;1.0;0.0;7;5;;;;;1.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;0.0;1.0;;;3.0;0.0;;;1.0;1.0;;;;;;;;;;;;;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;0.0;1.0;;;;;0;1;5658770866;1;;0
997;2;;;;;;;;;;;;;14.0;2.0;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;;;;;;;0;0;;0;;0
7343;1;1.0;1.0;0.0;1.0;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
5216;3;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;2;1.0;2.0;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;6.0;4.0;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3897454901;1;3897439872;1
11589;7;;;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
8628;11;;;;;;;;;;;;;2.0;0.0;;;2;0;2.0;0.0;2.0;2.0;2.0;3.0;;;;;3.0;5.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;3.0;5.0;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;5606139298;1;5606023889;1
10321;7;2.0;0.0;2.0;1.0;;;;;;;;;5.0;0.0;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
7282;11;3.0;1.0;2.0;1.0;;;;;;;;;;;;;1;0;0.0;1.0;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4379487242;1;;0
7991;14;2.0;0.0;1.0;1.0;;;;;;;;;;;;;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;2.0;1.0;;;;;0;1;;0;;0
288;8;1.0;0.0;1.0;0.0;;;;;;;;;;;;;1;0;2.0;0.0;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;3.0;3.0;;;2.0;0.0;;;;;;;;;1.0;0.0;;;2.0;1.0;;;;;;;;;;;;;2.0;3.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;4.0;3.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
4166;5;0.0;1.0;;;;;;;;;;;0.0;1.0;;;2;2;2.0;2.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;3375576795;1
12584;5;0.0;1.0;0.0;1.0;;;0.0;1.0;;;;;;;1.0;0.0;2;0;2.0;0.0;;;1.0;0.0;;;;;7.0;0.0;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;1.0;1.0;;;7.0;0.0;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;;0
1175;11;1.0;0.0;1.0;0.0;;;;;;;;;1.0;0.0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;1;;0;;0
420;5;0.0;1.0;0.0;1.0;;;;;;;;;;;;;2;0;;;1.0;2.0;1.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;1.0;3.0;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11572;5;3.0;0.0;3.0;0.0;;;;;;;;;;;;;12;0;12.0;0.0;6.0;3.0;0.0;3.0;;;;;0.0;6.0;;;;;;;;;;;;;;;18.0;6.0;;;;;;;;;;;;;0.0;6.0;;;6.0;0.0;;;;;;;;;;;;;3.0;9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.0;0.0;;;;;;;;;24.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;9335555055;1
1925;13;1.0;0.0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;0.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;4.0;0.0;;;;;;;;;0;1;;0;;0
10637;4;;;;;;;;;;;;;;;;;1;0;1.0;0.0;12.0;2.0;;;;;;;;;;;;;;;;;;;;;;;29.0;6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
4842;7;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;1.0;0.0;;;;;;;1.0;0.0;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;;0
7311;5;1.0;0.0;1.0;0.0;;;;;;;;;;;;;2;0;5.0;1.0;1.0;0.0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.0;3.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
3269;17;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
594;7;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;2;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
5129;11;;;;;;;;;;;;;;;;;1;0;1.0;0.0;1.0;1.0;1.0;1.0;;;;;5.0;2.0;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;5.0;2.0;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;3832767632;1
540;12;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;1.0;0.0;0.0;1.0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;10402113790;1;;0
4690;19;;;;;;;;;;;;;2.0;0.0;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;0;0;3644380204;1;;0
9823;4;1.0;0.0;0.0;1.0;;;;;;;;;;;;;5;0;3.0;0.0;2.0;0.0;0.0;1.0;;;;;0.0;2.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;0.0;1.0;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;8297478032;1;8297387652;1
9693;5;1.0;1.0;0.0;2.0;;;;;;;;;0.0;1.0;;;4;0;;;5.0;1.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;6.0;4.0;;;;;;;;;;;;;1.0;0.0;;;2.0;2.0;;;;;;;;;;;;;6.0;1.0;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8214418922;1;;0
6423;17;3.0;4.0;2.0;5.0;;;;;;;;;;;;;2;6;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;15.0;0.0;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
6465;4;2.0;0.0;1.0;1.0;;;;;;;;;;;;;2;1;1.0;0.0;;;1.0;0.0;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;8.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4203819063;1;;0
7867;1;4.0;0.0;3.0;1.0;4.0;0.0;;;;;;;;;;;1;0;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;6.0;4.0;;;;;;;;;3.0;1.0;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.0;0.0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;1.0;1.0;;;;;1;1;;0;;0
8153;4;1.0;1.0;1.0;1.0;;;;;;;;;;;;;1;0;8.0;0.0;;;1.0;1.0;;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;3.0;;;1.0;0.0;;;;;;;;;;;;;6.0;1.0;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;;;2.0;0.0;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11032;4;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;9008852783;1;;0
1617;13;2.0;1.0;1.0;2.0;;;;;;;;;1.0;1.0;;;1;0;;;1.0;0.0;2.0;2.0;;;;;2.0;1.0;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;2.0;1.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;1;;0;;0
5501;3;1.0;2.0;1.0;1.0;;;0.0;1.0;;;;;;;;;2;0;;;;;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;1.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4028418965;1;;0
7906;18;2.0;0.0;1.0;1.0;;;;;;;;;;;;;3;0;;;1.0;0.0;2.0;1.0;;;;;4.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4548546419;1;;0
3981;11;;;;;;;;;;;;;;;;;1;0;1.0;1.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;3326337495;1
2740;7;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;2;2.0;0.0;2.0;0.0;2.0;0.0;1.0;0.0;;;4.0;0.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;1.0;0.0;;;4.0;0.0;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;0;1;;0;;0
7825;8;;;;;;;;;;;;;3.0;0.0;;;1;0;0.0;1.0;1.0;2.0;1.0;0.0;;;;;7.0;0.0;;;;;;;;;;;;;;;4.0;3.0;;;;;;;;;0.0;2.0;;;6.0;0.0;;;3.0;1.0;2.0;0.0;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;1.0;1.0;;;;;0;0;;0;;0
4279;3;2.0;2.0;2.0;3.0;2.0;0.0;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;3489659984;1;;0
4810;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;2.0;0.0;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;2.0;0.0;;;;;0;1;;0;3673101080;1
6723;5;1.0;0.0;1.0;0.0;;;;;;;;;;;;;2;0;1.0;0.0;1.0;1.0;0.0;2.0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
10716;16;3.0;0.0;3.0;1.0;;;;;;;;;;;;;2;0;;;4.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;14.0;0.0;;;;;;;;;1.0;0.0;;;1.0;0.0;;;4.0;0.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;2.0;0.0;;;;;0;1;1312774028;1;;0
12098;4;1.0;1.0;1.0;0.0;1.0;0.0;;;;;;;;;;;1;0;3.0;1.0;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;5.0;1.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;9675513754;1
8540;11;1.0;0.0;1.0;0.0;4.0;0.0;;;;;;;;;;;1;0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;5540860625;1
6162;5;;;;;1.0;0.0;;;;;;;;;;;4;3;2.0;0.0;1.0;1.0;1.0;0.0;;;;;5.0;0.0;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;2.0;1.0;;;5.0;0.0;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;4153036597;1
6625;6;3.0;0.0;2.0;0.0;;;;;;;;;;;;;3;5;1.0;0.0;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;0;4235242613;1
4608;7;1.0;0.0;;;;;;;;;;;;;;;1;2;;;3.0;0.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
5644;4;1.0;1.0;1.0;1.0;0.0;1.0;;;;;;;;;;;1;0;0.0;2.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
2499;11;3.0;0.0;2.0;1.0;;;;;;;;;;;;;1;0;;;3.0;1.0;2.0;0.0;;;;;11.0;0.0;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;11.0;0.0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;11355005090;1
4383;18;2.0;0.0;2.0;1.0;;;;;;;;;1.0;0.0;;;1;0;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;3.0;;;;;;;;;0;1;3543964366;1;;0
5298;7;;;;;;;;;;;;;0.0;2.0;;;2;1;3.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;;;;;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;2.0;0.0;;;;;0;0;;0;;0
2930;4;;;;;;;;;;;;;;;;;1;0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;1;0;;0;1258638229;1
